target_id	length	eff_length	est_counts	tpm
Phatr3_Jdraft645.t1	2199	1910.24	2977	26.3602
Phatr3_EG01276.t1	366	87.2077	0	0
Phatr3_EG01277.t1	207	36.9696	10	4.57523
Phatr3_Jdraft1048.t1	1395	1106.24	786.516	12.0259
Phatr3_Jdraft1180.t1	1059	770.241	295.096	6.48031
Phatr3_EG02074.t1	3153	2864.24	1	0.0059054
Phatr3_Jdraft1580.t1	1494	1205.24	278.269	3.90526
Phatr3_Jdraft1572.t1	1395	1106.24	6693.8	102.349
Phatr3_EG01278.t1	273	39.5936	36082.1	15414.4
Phatr3_Jdraft825.t1	1209	920.241	5601.95	102.967
Phatr3_Jdraft371.t1	951	662.241	192	4.90393
Phatr3_EG02073.t1	1068	779.241	53.3329	1.15766
Phatr3_EG01275.t1	394	110.439	43610.9	6679.3
Phatr3_Jdraft1166.t1	747	458.282	397.028	14.6537
Phatr3_Jdraft223.t1	738	449.282	535	20.1416
Phatr3_Jdraft1571.t1	1560	1271.24	321.061	4.27188
Phatr3_EG02344.t1	7971	7682.24	5209	11.469
Phatr3_Jdraft1581.t1	1035	746.241	1101.4	24.9645
Phatr3_Jdraft1579.t1	2547	2258.24	2489	18.6429
Phatr3_Jdraft1168.t1	990	701.241	231.394	5.5814
Phatr3_Jdraft1182.t1	1170	881.241	2374.17	45.5697
Phatr3_EG01274.t1	447	159.744	0	0
Phatr3_Jdraft1192.t1	1362	1073.24	3019.2	47.5832
Phatr3_Jdraft375.t1	306	50.1948	3396.05	1144.39
Phatr3_Jdraft1185.t1	807	518.27	246	8.02856
Phatr3_Jdraft1191.t1	990	701.241	222.606	5.36944
Phatr3_EG01242.t1	366	87.2077	52.4583	10.1746
Phatr3_Jdraft1186.t1	945	656.241	1305.03	33.6368
Phatr3_Jdraft1583.t1	1548	1259.24	859	11.5383
Phatr3_Jdraft1189.t1	747	458.282	162.972	6.01504
Phatr3_Jdraft310.t1	1380	1091.24	2673	41.4321
Phatr3_Jdraft1587.t1	1560	1271.24	210.939	2.80664
Phatr3_EG01224.t1	636	347.292	50	2.4352
Phatr3_EG01225.t1	1407	1118.24	555	8.39492
Phatr3_Jdraft1590.t1	5355	5066.24	1529	5.10482
Phatr3_EG01227.t1	591	302.333	0	0
Phatr3_EG02416.t1	867	578.256	0	0
Phatr3_Jdraft1197.t1	777	488.282	77	2.66734
Phatr3_Jdraft1591.t1	900	611.241	1628.11	45.0535
Phatr3_Jdraft18.t1	2169	1880.24	1884	16.9483
