target_id	length	eff_length	est_counts	tpm
Phatr3_Jdraft645.t1	2199	2000	2353	30.1877
Phatr3_EG01276.t1	366	167	168.619	25.9077
Phatr3_EG01277.t1	207	27.3759	6	5.62369
Phatr3_Jdraft1048.t1	1395	1196	3070.47	65.8737
Phatr3_Jdraft1180.t1	1059	860	724.074	21.6034
Phatr3_EG02074.t1	3153	2954	0	0
Phatr3_Jdraft1580.t1	1494	1295	81.5991	1.61679
Phatr3_Jdraft1572.t1	1395	1196	6957.68	149.27
Phatr3_EG01278.t1	273	74.5993	31609.3	10872.2
Phatr3_Jdraft825.t1	1209	1010	3813.81	96.8893
Phatr3_Jdraft371.t1	951	752	73	2.49082
Phatr3_EG02073.t1	1068	869	96.5045	2.84948
Phatr3_EG01275.t1	394	195	37183.7	4892.78
Phatr3_Jdraft1166.t1	747	548	889.257	41.6375
Phatr3_Jdraft223.t1	738	539	284	13.5197
Phatr3_Jdraft1571.t1	1560	1361	588.46	11.0942
Phatr3_EG02344.t1	7971	7772	1915	6.32228
Phatr3_Jdraft1581.t1	1035	836	646.983	19.8575
Phatr3_Jdraft1579.t1	2547	2348	1566	17.1132
Phatr3_Jdraft1168.t1	990	791	97.8621	3.1745
Phatr3_Jdraft1182.t1	1170	971	6622.58	175.003
Phatr3_EG01274.t1	447	248	0	0
Phatr3_Jdraft1192.t1	1362	1163	4402.32	97.1269
Phatr3_Jdraft375.t1	306	107.022	700.188	167.873
Phatr3_Jdraft1185.t1	807	608	69	2.91195
Phatr3_Jdraft1191.t1	990	791	160.138	5.19464
Phatr3_EG01242.t1	366	167	930.644	142.99
Phatr3_Jdraft1186.t1	945	746	1272.26	43.7599
Phatr3_Jdraft1583.t1	1548	1349	219	4.16553
Phatr3_Jdraft1189.t1	747	548	214.743	10.0549
Phatr3_Jdraft310.t1	1380	1181	618	13.4269
Phatr3_Jdraft1587.t1	1560	1361	450.54	8.49402
Phatr3_EG01224.t1	636	437	13	0.763308
Phatr3_EG01225.t1	1407	1208	392	8.3264
Phatr3_Jdraft1590.t1	5355	5156	385.295	1.91742
Phatr3_EG01227.t1	591	392	12.0647	0.789709
Phatr3_EG02416.t1	867	668	0	0
Phatr3_Jdraft1197.t1	777	578	13	0.577103
Phatr3_Jdraft1591.t1	900	701	595.327	21.7909
Phatr3_Jdraft18.t1	2169	1970	2495	32.4969
Phatr3_Jdraft1200.t1	3969	3770	143.959	0.979798
Phatr3_Jdraft383.t1	1734	1535	2199.42	36.7652
Phatr3_Jdraft1211.t1	1299	1100	1.36489	0.0318377
Phatr3_Jdraft1202.t1	4629	4430	0	0
Phatr3_EG02342.t1	4389	4190	1630.96	9.98774
Phatr3_Jdraft1212.t1	2184	1985	8.17617	0.105688
Phatr3_Jdraft1210.t1	4642	4443	7.08246	0.0409021
Phatr3_Jdraft391.t1	4521	4322	1058.26	6.28272
Phatr3_Jdraft1216.t1	1419	1220	390	8.20244
Phatr3_EG01248.t1	420	221	180.5	20.9567
Phatr3_Jdraft152.t1	1788	1589	325	5.24804
Phatr3_Jdraft392.t1	975	776	0	0
Phatr3_EG01249.t1	3429	3230	0	0
Phatr3_Jdraft1610.t1	840	641	1062	42.5113
Phatr3_Jdraft853.t1	729	530	3005.5	145.505
Phatr3_Jdraft1601.t1	2289	2090	2.07087	0.0254241
Phatr3_Jdraft252.t1	1029	830	721.5	22.3047
Phatr3_Jdraft1600.t1	667	468	159.019	8.71848
Phatr3_Jdraft1611.t1	2742	2543	796.5	8.0367
Phatr3_Jdraft402.t1	1049	850	1.01261	0.0305676
Phatr3_EG02340.t1	2148	1949	318.5	4.1931
Phatr3_EG01234.t1	1316	1117	0	0
Phatr3_Jdraft1233.t1	1971	1772	199	2.88156
Phatr3_EG01235.t1	1035	836	0	0
Phatr3_Jdraft1616.t1	1431	1232	377	7.85179
Phatr3_EG01236.t1	1428	1229	625	13.0487
Phatr3_Jdraft1613.t1	3753	3554	1231	8.88748
Phatr3_Jdraft866.t1	747	548	2321	108.676
Phatr3_Jdraft278.t1	972	773	1040	34.5217
Phatr3_Jdraft315.t1	1611	1412	1180.61	21.4541
Phatr3_Jdraft977.t1	1149	950	700.261	18.9136
Phatr3_Jdraft800.t1	954	755	309.91	10.5324
Phatr3_EG01250.t1	1341	1142	0	0
Phatr3_EG01251.t1	255	58.2335	305	134.389
Phatr3_Jdraft1548.t1	5466	5267	19.7238	0.0960874
Phatr3_Jdraft289.t1	624	425	1835	110.786
Phatr3_Jdraft1121.t1	1110	911	0	0
Phatr3_Jdraft206.t1	762	563	485	22.104
Phatr3_Jdraft297.t1	312	113.011	803.5	182.434
Phatr3_Jdraft1111.t1	876	677	384.5	14.5729
Phatr3_Jdraft1042.t1	342	143	2774	497.746
Phatr3_EG01252.t1	2637	2438	3.25022	0.0342071
Phatr3_Jdraft263.t1	510	311	493.453	40.7121
Phatr3_Jdraft417.t1	948	749	539.694	18.4886
Phatr3_Jdraft1234.t1	2292	2093	0	0
Phatr3_EG01230.t1	994	795	212.645	6.86319
Phatr3_Jdraft1617.t1	1020	821	601.705	18.8052
Phatr3_EG01232.t1	249	53.2273	0	0
Phatr3_Jdraft1239.t1	2934	2735	17	0.159489
Phatr3_EG01231.t1	543	344	51.5499	3.8451
Phatr3_EG01233.t1	363	164	0	0
Phatr3_Jdraft1241.t1	1629	1430	83	1.48929
Phatr3_Jdraft1240.t1	2436	2237	1240	14.2231
Phatr3_Jdraft1618.t1	1005	806	0	0
Phatr3_Jdraft1245.t1	1536	1337	13.4242	0.257628
Phatr3_Jdraft1619.t1	1708	1509	1480.77	25.1789
Phatr3_Jdraft420.t1	4981	4782	5871.23	31.5034
Phatr3_EG01238.t1	348	149	0	0
Phatr3_EG01237.t1	810	611	1	0.0419949
Phatr3_Jdraft1621.t1	1296	1097	517.331	12.1004
Phatr3_EG02418.t1	2760	2561	6.43996	0.0645225
Phatr3_EG01239.t1	357	158	0	0
Phatr3_EG01241.t1	258	60.8345	0	0
Phatr3_EG01240.t1	186	20.1432	0	0
Phatr3_EG02419.t1	954	755	0	0
Phatr3_Jdraft1622.t1	363	164	510.186	79.8221
Phatr3_Jdraft1248.t1	667	468	159.019	8.71848
Phatr3_Jdraft436.t1	975	776	0	0
Phatr3_EG01253.t1	420	221	180.5	20.9567
Phatr3_Jdraft1259.t1	840	641	1062	42.5113
Phatr3_Jdraft165.t1	1788	1589	325	5.24804
Phatr3_Jdraft1251.t1	1419	1220	390	8.20244
Phatr3_Jdraft439.t1	1049	850	1.01261	0.0305676
Phatr3_Jdraft1252.t1	2067	1868	8119	111.523
Phatr3_Jdraft430.t1	990	791	504	16.349
Phatr3_EG01254.t1	3429	3230	0	0
Phatr3_EG02341.t1	2148	1949	318.5	4.1931
Phatr3_Jdraft1249.t1	2289	2090	2.07087	0.0254241
Phatr3_Jdraft313.t1	1029	830	721.5	22.3047
Phatr3_Jdraft1000.t1	2742	2543	796.5	8.0367
