target_id	length	eff_length	est_counts	tpm
Phatr3_Jdraft645.t1	2199	2000	2587	39.6103
Phatr3_EG01276.t1	366	167	210.984	38.6879
Phatr3_EG01277.t1	207	27.3759	4	4.47439
Phatr3_Jdraft1048.t1	1395	1196	2443.26	62.5577
Phatr3_Jdraft1180.t1	1059	860	538.824	19.1862
Phatr3_EG02074.t1	3153	2954	4.54895	0.0471566
Phatr3_Jdraft1580.t1	1494	1295	442.949	10.4743
Phatr3_Jdraft1572.t1	1395	1196	5040.56	129.059
Phatr3_EG01278.t1	273	74.5993	3206.44	1316.23
Phatr3_Jdraft825.t1	1209	1010	1706.24	51.7321
Phatr3_Jdraft371.t1	951	752	5	0.203608
Phatr3_EG02073.t1	1068	869	109.939	3.87414
Phatr3_EG01275.t1	394	195	14635.6	2298.35
Phatr3_Jdraft1166.t1	747	548	643.743	35.9728
Phatr3_Jdraft223.t1	738	539	326	18.5213
Phatr3_Jdraft1571.t1	1560	1361	651.465	14.658
Phatr3_EG02344.t1	7971	7772	8770	34.5548
Phatr3_Jdraft1581.t1	1035	836	1344.44	49.2466
Phatr3_Jdraft1579.t1	2547	2348	1776	23.1626
Phatr3_Jdraft1168.t1	990	791	114	4.41337
Phatr3_Jdraft1182.t1	1170	971	7974.23	251.485
Phatr3_EG01274.t1	447	248	0	0
Phatr3_Jdraft1192.t1	1362	1163	3846.44	101.279
Phatr3_Jdraft375.t1	306	107.022	323.761	92.6391
Phatr3_Jdraft1185.t1	807	608	75	3.77746
Phatr3_Jdraft1191.t1	990	791	95	3.67781
Phatr3_EG01242.t1	366	167	746.858	136.951
Phatr3_Jdraft1186.t1	945	746	234.896	9.64224
Phatr3_Jdraft1583.t1	1548	1349	215	4.88055
Phatr3_Jdraft1189.t1	747	548	216.257	12.0846
Phatr3_Jdraft310.t1	1380	1181	1304	33.8119
Phatr3_Jdraft1587.t1	1560	1361	455.535	10.2496
Phatr3_EG01224.t1	636	437	48	3.36358
Phatr3_EG01225.t1	1407	1208	667	16.9083
Phatr3_Jdraft1590.t1	5355	5156	3680.67	21.8603
Phatr3_EG01227.t1	591	392	1.00698	0.0786639
Phatr3_EG02416.t1	867	668	0	0
Phatr3_Jdraft1197.t1	777	578	23	1.21855
Phatr3_Jdraft1591.t1	900	701	1125.59	49.1703
Phatr3_Jdraft18.t1	2169	1970	2599	40.4001
Phatr3_Jdraft1200.t1	3969	3770	57.5584	0.46753
Phatr3_Jdraft383.t1	1734	1535	1934.64	38.5952
Phatr3_Jdraft1211.t1	1299	1100	0	0
