target_id	length	eff_length	est_counts	tpm
Phatr3_Jdraft645.t1	2199	2000	2372	36.7106
Phatr3_EG01276.t1	366	167	0	0
Phatr3_EG01277.t1	207	27.3759	8	9.04541
Phatr3_Jdraft1048.t1	1395	1196	1261.06	32.637
Phatr3_Jdraft1180.t1	1059	860	500.14	18.0011
Phatr3_EG02074.t1	3153	2954	0	0
Phatr3_Jdraft1580.t1	1494	1295	1035.65	24.7542
Phatr3_Jdraft1572.t1	1395	1196	1126.82	29.1628
Phatr3_EG01278.t1	273	74.5993	25131.9	10427.9
Phatr3_Jdraft825.t1	1209	1010	3118.44	95.5701
Phatr3_Jdraft371.t1	951	752	35	1.44064
Phatr3_EG02073.t1	1068	869	47.0237	1.67496
Phatr3_EG01275.t1	394	195	31221.1	4955.87
Phatr3_Jdraft1166.t1	747	548	541.759	30.6008
Phatr3_Jdraft223.t1	738	539	401	23.0283
Phatr3_Jdraft1571.t1	1560	1361	1894.12	43.0781
Phatr3_EG02344.t1	7971	7772	4775	19.0172
Phatr3_Jdraft1581.t1	1035	836	4454.55	164.932
Phatr3_Jdraft1579.t1	2547	2348	2898	38.2038
Phatr3_Jdraft1168.t1	990	791	126.588	4.95363
Phatr3_Jdraft1182.t1	1170	971	1656.19	52.7957
Phatr3_EG01274.t1	447	248	0	0
Phatr3_Jdraft1192.t1	1362	1163	2059.18	54.8051
Phatr3_Jdraft375.t1	306	107.022	669.563	193.653
Phatr3_Jdraft1185.t1	807	608	83	4.22553
Phatr3_Jdraft1191.t1	990	791	411.412	16.0993
Phatr3_EG01242.t1	366	167	168.549	31.2403
Phatr3_Jdraft1186.t1	945	746	1521.39	63.1261
Phatr3_Jdraft1583.t1	1548	1349	410	9.40759
Phatr3_Jdraft1189.t1	747	548	272.241	15.3773
Phatr3_Jdraft310.t1	1380	1181	2391	62.6666
Phatr3_Jdraft1587.t1	1560	1361	988.879	22.4901
Phatr3_EG01224.t1	636	437	38	2.69159
Phatr3_EG01225.t1	1407	1208	470	12.0431
Phatr3_Jdraft1590.t1	5355	5156	677.049	4.06456
Phatr3_EG01227.t1	591	392	3.04399	0.240361
Phatr3_EG02416.t1	867	668	0	0
Phatr3_Jdraft1197.t1	777	578	3	0.160657
Phatr3_Jdraft1591.t1	900	701	2718.18	120.024
Phatr3_Jdraft18.t1	2169	1970	2155	33.86
Phatr3_Jdraft1200.t1	3969	3770	69.3994	0.569798
Phatr3_Jdraft383.t1	1734	1535	6165.44	124.326
Phatr3_Jdraft1211.t1	1299	1100	0	0
Phatr3_Jdraft1202.t1	4629	4430	23.8812	0.166862
Phatr3_EG02342.t1	4389	4190	6834.14	50.4866
Phatr3_Jdraft1212.t1	2184	1985	10.8065	0.168513
Phatr3_Jdraft1210.t1	4642	4443	0.583026	0.00406179
Phatr3_Jdraft391.t1	4521	4322	10435.6	74.7374
Phatr3_Jdraft1216.t1	1419	1220	269	6.82494
Phatr3_EG01248.t1	420	221	443.5	62.1166
Phatr3_Jdraft152.t1	1788	1589	1045	20.3563
Phatr3_Jdraft392.t1	975	776	0	0
Phatr3_EG01249.t1	3429	3230	0.546793	0.00523995
Phatr3_Jdraft1610.t1	840	641	1512.5	73.0371
Phatr3_Jdraft853.t1	729	530	1780.5	103.985
Phatr3_Jdraft1601.t1	2289	2090	2.06766	0.0306224
Phatr3_Jdraft252.t1	1029	830	679.5	25.3407
Phatr3_Jdraft1600.t1	667	468	31.3258	2.07187
Phatr3_Jdraft1611.t1	2742	2543	2911.5	35.4386
Phatr3_Jdraft402.t1	1049	850	0	0
Phatr3_EG02340.t1	2148	1949	809	12.8482
Phatr3_EG01234.t1	1316	1117	0	0
Phatr3_Jdraft1233.t1	1971	1772	663	11.5813
Phatr3_EG01235.t1	1035	836	0	0
Phatr3_Jdraft1616.t1	1431	1232	455	11.4316
Phatr3_EG01236.t1	1428	1229	636	16.0181
Phatr3_Jdraft1613.t1	3753	3554	33590	292.549
Phatr3_Jdraft866.t1	747	548	3662	206.845
Phatr3_Jdraft278.t1	972	773	1209	48.412
Phatr3_Jdraft315.t1	1611	1412	906.18	19.8649
Phatr3_Jdraft977.t1	1149	950	1680.95	54.7695
Phatr3_Jdraft800.t1	954	755	163.68	6.71052
Phatr3_EG01250.t1	1341	1142	0	0
Phatr3_EG01251.t1	255	58.2335	595	316.264
Phatr3_Jdraft1548.t1	5466	5267	12.5522	0.0737674
Phatr3_Jdraft289.t1	624	425	1095	79.7502
Phatr3_Jdraft1121.t1	1110	911	0	0
Phatr3_Jdraft206.t1	762	563	310	17.0435
Phatr3_Jdraft297.t1	312	113.011	837.5	229.389
Phatr3_Jdraft1111.t1	876	677	383.5	17.5341
Phatr3_Jdraft1042.t1	342	143	1265	273.817
Phatr3_EG01252.t1	2637	2438	0	0
Phatr3_Jdraft263.t1	510	311	468.573	46.6363
Phatr3_Jdraft417.t1	948	749	472.019	19.5067
Phatr3_Jdraft1234.t1	2292	2093	23.8689	0.352995
Phatr3_EG01230.t1	994	795	141.844	5.52268
Phatr3_Jdraft1617.t1	1020	821	347.347	13.0956
Phatr3_EG01232.t1	249	53.2273	0	0
Phatr3_Jdraft1239.t1	2934	2735	4	0.0452699
Phatr3_EG01231.t1	543	344	62.8235	5.65289
Phatr3_EG01233.t1	363	164	0	0
Phatr3_Jdraft1241.t1	1629	1430	11	0.238102
Phatr3_Jdraft1240.t1	2436	2237	807	11.1664
Phatr3_Jdraft1618.t1	1005	806	0	0
Phatr3_Jdraft1245.t1	1536	1337	2.87125	0.0664732
Phatr3_Jdraft1619.t1	1708	1509	1421.78	29.1642
Phatr3_Jdraft420.t1	4981	4782	6071.84	39.3022
Phatr3_EG01238.t1	348	149	0	0
Phatr3_EG01237.t1	810	611	0	0
Phatr3_Jdraft1621.t1	1296	1097	86.7169	2.44683
Phatr3_EG02418.t1	2760	2561	5.33962	0.0645367
Phatr3_EG01239.t1	357	158	0	0
Phatr3_EG01241.t1	258	60.8345	0	0
Phatr3_EG01240.t1	186	20.1432	0	0
Phatr3_EG02419.t1	954	755	0	0
Phatr3_Jdraft1622.t1	363	164	459.959	86.8123
Phatr3_Jdraft1248.t1	667	468	31.3258	2.07187
Phatr3_Jdraft436.t1	975	776	0	0
Phatr3_EG01253.t1	420	221	443.5	62.1166
