target_id	length	eff_length	est_counts	tpm
Phatr3_Jdraft645.t1	2199	1937.92	3790	33.9889
Phatr3_EG01276.t1	366	108.659	0	0
Phatr3_EG01277.t1	207	31.7676	10	5.47078
Phatr3_Jdraft1048.t1	1395	1133.92	897.956	13.7628
Phatr3_Jdraft1180.t1	1059	797.921	561.534	12.2307
Phatr3_EG02074.t1	3153	2891.92	2.1001	0.0126208
Phatr3_Jdraft1580.t1	1494	1232.92	482.208	6.79724
Phatr3_Jdraft1572.t1	1395	1133.92	2892.62	44.3346
Phatr3_EG01278.t1	273	43.5153	66782.9	26672
Phatr3_Jdraft825.t1	1209	947.921	4040.24	74.0745
Phatr3_Jdraft371.t1	951	689.921	539	13.5776
Phatr3_EG02073.t1	1068	806.921	29.3025	0.631113
Phatr3_EG01275.t1	394	134.828	58726.1	7569.82
Phatr3_Jdraft1166.t1	747	485.943	384.097	13.7369
Phatr3_Jdraft223.t1	738	476.943	639	23.2845
Phatr3_Jdraft1571.t1	1560	1298.92	363.573	4.86454
Phatr3_EG02344.t1	7971	7709.92	5728	12.9118
Phatr3_Jdraft1581.t1	1035	773.921	1300.29	29.1996
Phatr3_Jdraft1579.t1	2547	2285.92	2710	20.6035
Phatr3_Jdraft1168.t1	990	728.921	292.82	6.98157
Phatr3_Jdraft1182.t1	1170	908.921	3110.11	59.4681
Phatr3_EG01274.t1	447	186.573	0	0
Phatr3_Jdraft1192.t1	1362	1100.92	1989.38	31.4047
Phatr3_Jdraft375.t1	306	60.8727	3453.76	986.057
Phatr3_Jdraft1185.t1	807	545.933	436	13.8797
Phatr3_Jdraft1191.t1	990	728.921	623.18	14.8582
Phatr3_EG01242.t1	366	108.659	39	6.23779
Phatr3_Jdraft1186.t1	945	683.921	1520.04	38.6264
Phatr3_Jdraft1583.t1	1548	1286.92	683	9.22364
Phatr3_Jdraft1189.t1	747	485.943	203.903	7.29242
Phatr3_Jdraft310.t1	1380	1118.92	2175	33.7826
Phatr3_Jdraft1587.t1	1560	1298.92	203.427	2.72183
Phatr3_EG01224.t1	636	375.017	66	3.05863
Phatr3_EG01225.t1	1407	1145.92	649	9.84291
Phatr3_Jdraft1590.t1	5355	5093.92	4740.96	16.1751
Phatr3_EG01227.t1	591	330.094	850	44.7522
Phatr3_EG02416.t1	867	605.921	0	0
Phatr3_Jdraft1197.t1	777	515.943	30	1.01054
Phatr3_Jdraft1591.t1	900	638.921	2627.77	71.4783
Phatr3_Jdraft18.t1	2169	1907.92	2254	20.5318
Phatr3_Jdraft1200.t1	3969	3707.92	82.6975	0.38761
Phatr3_Jdraft383.t1	1734	1472.92	1656.71	19.548
Phatr3_Jdraft1211.t1	1299	1037.92	1	0.0167444
Phatr3_Jdraft1202.t1	4629	4367.92	9.87487	0.0392907
Phatr3_EG02342.t1	4389	4127.92	3305.93	13.9186
Phatr3_Jdraft1212.t1	2184	1922.92	13	0.117494
Phatr3_Jdraft1210.t1	4642	4380.92	3.60581	0.0143044
Phatr3_Jdraft391.t1	4521	4259.92	4665.77	19.0351
Phatr3_Jdraft1216.t1	1419	1157.92	945.5	14.1911
Phatr3_EG01248.t1	420	159.901	313.5	34.0738
Phatr3_Jdraft152.t1	1788	1526.92	624.5	7.10803
Phatr3_Jdraft392.t1	975	713.921	0	0
Phatr3_EG01249.t1	3429	3167.92	0.500245	0.00274436
Phatr3_Jdraft1610.t1	840	578.933	1194	35.8434
Phatr3_Jdraft853.t1	729	467.943	3445	127.947
Phatr3_Jdraft1601.t1	2289	2027.92	1.00006	0.00857056
Phatr3_Jdraft252.t1	1029	767.921	623.5	14.1109
Phatr3_Jdraft1600.t1	667	405.986	0	0
Phatr3_Jdraft1611.t1	2742	2480.92	1664	11.6567
Phatr3_Jdraft402.t1	1049	787.921	0	0
Phatr3_EG02340.t1	2148	1886.92	504	4.64205
Phatr3_EG01234.t1	1316	1054.92	0	0
Phatr3_Jdraft1233.t1	1971	1709.92	1152	11.7087
Phatr3_EG01235.t1	1035	773.921	0	0
Phatr3_Jdraft1616.t1	1431	1169.92	456	6.77395
Phatr3_EG01236.t1	1428	1166.92	654	9.74024
Phatr3_Jdraft1613.t1	3753	3491.92	3837	19.0968
