target_id	length	eff_length	est_counts	tpm
Phatr3_Jdraft645.t1	2199	2000	3305	27.8015
Phatr3_EG01276.t1	366	167	56.6434	5.70636
Phatr3_EG01277.t1	207	27.3759	12	7.37461
Phatr3_Jdraft1048.t1	1395	1196	2297.52	32.3188
Phatr3_Jdraft1180.t1	1059	860	783.631	15.3299
Phatr3_EG02074.t1	3153	2954	0	0
Phatr3_Jdraft1580.t1	1494	1295	389.278	5.05727
Phatr3_Jdraft1572.t1	1395	1196	9356.08	131.61
Phatr3_EG01278.t1	273	74.5993	87516.3	19737
Phatr3_Jdraft825.t1	1209	1010	14862	247.56
Phatr3_Jdraft371.t1	951	752	231	5.16797
Phatr3_EG02073.t1	1068	869	90.814	1.75816
Phatr3_EG01275.t1	394	195	91589.7	7902.02
Phatr3_Jdraft1166.t1	747	548	848.898	26.0616
Phatr3_Jdraft223.t1	738	539	222	6.92932
Phatr3_Jdraft1571.t1	1560	1361	356.136	4.40234
Phatr3_EG02344.t1	7971	7772	2312	5.00474
Phatr3_Jdraft1581.t1	1035	836	1138.06	22.9026
Phatr3_Jdraft1579.t1	2547	2348	2086	14.9466
Phatr3_Jdraft1168.t1	990	791	228	4.84936
Phatr3_Jdraft1182.t1	1170	971	4440.89	76.9445
Phatr3_EG01274.t1	447	248	2	0.135676
Phatr3_Jdraft1192.t1	1362	1163	5378.92	77.8111
Phatr3_Jdraft375.t1	306	107.022	1601.03	251.682
Phatr3_Jdraft1185.t1	807	608	117	3.23749
Phatr3_Jdraft1191.t1	990	791	132	2.80752
Phatr3_EG01242.t1	366	167	525.549	52.9447
Phatr3_Jdraft1186.t1	945	746	2263.29	51.0419
Phatr3_Jdraft1583.t1	1548	1349	720	8.97939
Phatr3_Jdraft1189.t1	747	548	328.102	10.0729
Phatr3_Jdraft310.t1	1380	1181	1172	16.6957
Phatr3_Jdraft1587.t1	1560	1361	270.864	3.34826
Phatr3_EG01224.t1	636	437	30	1.15496
Phatr3_EG01225.t1	1407	1208	723	10.0693
Phatr3_Jdraft1590.t1	5355	5156	729.035	2.37882
Phatr3_EG01227.t1	591	392	9.033	0.387679
Phatr3_EG02416.t1	867	668	0	0
Phatr3_Jdraft1197.t1	777	578	24	0.698569
Phatr3_Jdraft1591.t1	900	701	811.605	19.4784
Phatr3_Jdraft18.t1	2169	1970	3369	28.7714
Phatr3_Jdraft1200.t1	3969	3770	80.6731	0.360009
Phatr3_Jdraft383.t1	1734	1535	2272.52	24.9073
Phatr3_Jdraft1211.t1	1299	1100	0	0
Phatr3_Jdraft1202.t1	4629	4430	0	0
Phatr3_EG02342.t1	4389	4190	2897.32	11.6334
Phatr3_Jdraft1212.t1	2184	1985	31.7048	0.268714
Phatr3_Jdraft1210.t1	4642	4443	26.6468	0.100901
Phatr3_Jdraft391.t1	4521	4322	4432.13	17.2526
Phatr3_Jdraft1216.t1	1419	1220	785	10.8252
Phatr3_EG01248.t1	420	221	205	15.6059
Phatr3_Jdraft152.t1	1788	1589	524	5.54796
Phatr3_Jdraft392.t1	975	776	0	0
Phatr3_EG01249.t1	3429	3230	0.534806	0.00278561
Phatr3_Jdraft1610.t1	840	641	941	24.6978
Phatr3_Jdraft853.t1	729	530	2191.5	69.5652
Phatr3_Jdraft1601.t1	2289	2090	2.61075	0.0210157
Phatr3_Jdraft252.t1	1029	830	840	17.0266
Phatr3_Jdraft1600.t1	667	468	246.074	8.84597
Phatr3_Jdraft1611.t1	2742	2543	1541.5	10.1982
Phatr3_Jdraft402.t1	1049	850	0	0
Phatr3_EG02340.t1	2148	1949	447.5	3.86285
Phatr3_EG01234.t1	1316	1117	0	0
Phatr3_Jdraft1233.t1	1971	1772	500	4.74714
Phatr3_EG01235.t1	1035	836	0	0
Phatr3_Jdraft1616.t1	1431	1232	448	6.11777
Phatr3_EG01236.t1	1428	1229	678	9.2812
Phatr3_Jdraft1613.t1	3753	3554	2553	12.0854
Phatr3_Jdraft866.t1	747	548	1927	59.1599
Phatr3_Jdraft278.t1	972	773	1807	39.3283
Phatr3_Jdraft315.t1	1611	1412	1674.07	19.9464
Phatr3_Jdraft977.t1	1149	950	765.175	13.5508
Phatr3_Jdraft800.t1	954	755	584.414	13.0227
Phatr3_EG01250.t1	1341	1142	25.357	0.373558
Phatr3_EG01251.t1	255	58.2335	304	87.8267
Phatr3_Jdraft1548.t1	5466	5267	14.1183	0.0450966
Phatr3_Jdraft289.t1	624	425	2248	88.9884
Phatr3_Jdraft1121.t1	1110	911	0	0
Phatr3_Jdraft206.t1	762	563	573	17.1227
Phatr3_Jdraft297.t1	312	113.011	1065	158.547
Phatr3_Jdraft1111.t1	876	677	438	10.8846
Phatr3_Jdraft1042.t1	342	143	2166	254.829
Phatr3_EG01252.t1	2637	2438	0.353958	0.00244256
Phatr3_Jdraft263.t1	510	311	528.7	28.6006
Phatr3_Jdraft417.t1	948	749	492.38	11.0597
Phatr3_Jdraft1234.t1	2292	2093	3.83015	0.0307874
Phatr3_EG01230.t1	994	795	311.153	6.58465
Phatr3_Jdraft1617.t1	1020	821	614.534	12.593
Phatr3_EG01232.t1	249	53.2273	0	0
Phatr3_Jdraft1239.t1	2934	2735	5	0.0307566
Phatr3_EG01231.t1	543	344	73.0149	3.57091
Phatr3_EG01233.t1	363	164	0	0
Phatr3_Jdraft1241.t1	1629	1430	69	0.811782
Phatr3_Jdraft1240.t1	2436	2237	719	5.40741
Phatr3_Jdraft1618.t1	1005	806	0	0
Phatr3_Jdraft1245.t1	1536	1337	25.2451	0.317666
Phatr3_Jdraft1619.t1	1708	1509	1405.57	15.6707
Phatr3_Jdraft420.t1	4981	4782	5221.03	18.3685
Phatr3_EG01238.t1	348	149	0	0
Phatr3_EG01237.t1	810	611	0	0
Phatr3_Jdraft1621.t1	1296	1097	456.32	6.99825
Phatr3_EG02418.t1	2760	2561	4.75004	0.0312042
Phatr3_EG01239.t1	357	158	0	0
Phatr3_EG01241.t1	258	60.8345	0	0
Phatr3_EG01240.t1	186	20.1432	0	0
Phatr3_EG02419.t1	954	755	0	0
