target_id	length	eff_length	est_counts	tpm
Phatr3_Jdraft645.t1	2199	1918.15	3844	25.4984
Phatr3_EG01276.t1	366	93.0208	0	0
Phatr3_EG01277.t1	207	32.6337	4	1.55957
Phatr3_Jdraft1048.t1	1395	1114.15	727.505	8.30818
Phatr3_Jdraft1180.t1	1059	778.145	277.232	4.5331
Phatr3_EG02074.t1	3153	2872.15	0	0
Phatr3_Jdraft1580.t1	1494	1213.15	312.106	3.27342
Phatr3_Jdraft1572.t1	1395	1114.15	9146.69	104.456
Phatr3_EG01278.t1	273	40.0648	66753.3	21199.3
Phatr3_Jdraft825.t1	1209	928.145	11118.2	152.416
Phatr3_Jdraft371.t1	951	670.145	512	9.72104
Phatr3_EG02073.t1	1068	787.145	28.1917	0.455699
Phatr3_EG01275.t1	394	117.311	78184.7	8480.01
Phatr3_Jdraft1166.t1	747	466.226	455.883	12.4414
Phatr3_Jdraft223.t1	738	457.226	642	17.8655
Phatr3_Jdraft1571.t1	1560	1279.15	336.705	3.34921
Phatr3_EG02344.t1	7971	7690.15	5418	8.96429
Phatr3_Jdraft1581.t1	1035	754.145	1290.93	21.78
Phatr3_Jdraft1579.t1	2547	2266.15	2458	13.8008
Phatr3_Jdraft1168.t1	990	709.145	181.792	3.26176
Phatr3_Jdraft1182.t1	1170	889.145	4895.48	70.0542
Phatr3_EG01274.t1	447	167.372	0	0
Phatr3_Jdraft1192.t1	1362	1081.15	3800.31	44.7246
Phatr3_Jdraft375.t1	306	52.4567	4494.79	1090.24
Phatr3_Jdraft1185.t1	807	526.215	269	6.50431
Phatr3_Jdraft1191.t1	990	709.145	245.208	4.39958
Phatr3_EG01242.t1	366	93.0208	29	3.9667
Phatr3_Jdraft1186.t1	945	664.145	2607.49	49.9542
Phatr3_Jdraft1583.t1	1548	1267.15	667	6.69748
Phatr3_Jdraft1189.t1	747	466.226	232.117	6.33462
Phatr3_Jdraft310.t1	1380	1099.15	2772	32.0885
Phatr3_Jdraft1587.t1	1560	1279.15	279.295	2.77814
Phatr3_EG01224.t1	636	355.247	33	1.18194
Phatr3_EG01225.t1	1407	1126.15	348	3.93185
Phatr3_Jdraft1590.t1	5355	5074.15	3924.14	9.83996
Phatr3_EG01227.t1	591	310.296	466	19.1083
Phatr3_EG02416.t1	867	586.145	0	0
Phatr3_Jdraft1197.t1	777	496.215	30	0.769243
Phatr3_Jdraft1591.t1	900	619.145	1362.57	28.0013
Phatr3_Jdraft18.t1	2169	1888.15	1945	13.1068
