target_id	length	eff_length	est_counts	tpm
Phatr3_Jdraft645.t1	2199	2000	2861	48.1908
Phatr3_EG01276.t1	366	167	77.1446	15.562
Phatr3_EG01277.t1	207	27.3759	17	20.9198
Phatr3_Jdraft1048.t1	1395	1196	1117.78	31.4848
Phatr3_Jdraft1180.t1	1059	860	1014.22	39.7291
Phatr3_EG02074.t1	3153	2954	0	0
Phatr3_Jdraft1580.t1	1494	1295	751.896	19.5598
Phatr3_Jdraft1572.t1	1395	1196	6610.9	186.211
Phatr3_EG01278.t1	273	74.5993	18112.7	8179.44
Phatr3_Jdraft825.t1	1209	1010	8937.19	298.096
Phatr3_Jdraft371.t1	951	752	156	6.98848
Phatr3_EG02073.t1	1068	869	114.566	4.44132
Phatr3_EG01275.t1	394	195	32803.3	5667.09
Phatr3_Jdraft1166.t1	747	548	492.651	30.2855
Phatr3_Jdraft223.t1	738	539	245	15.3128
Phatr3_Jdraft1571.t1	1560	1361	1131.26	28.0015
Phatr3_EG02344.t1	7971	7772	4302	18.6472
Phatr3_Jdraft1581.t1	1035	836	2810.51	113.255
Phatr3_Jdraft1579.t1	2547	2348	2002	28.7238
Phatr3_Jdraft1168.t1	990	791	111.25	4.73805
Phatr3_Jdraft1182.t1	1170	971	2269.5	78.7384
Phatr3_EG01274.t1	447	248	0	0
Phatr3_Jdraft1192.t1	1362	1163	3680.1	106.6
Phatr3_Jdraft375.t1	306	107.022	1044.81	328.882
Phatr3_Jdraft1185.t1	807	608	181	10.0289
Phatr3_Jdraft1191.t1	990	791	244.75	10.4237
Phatr3_EG01242.t1	366	167	156.777	31.6259
Phatr3_Jdraft1186.t1	945	746	701.298	31.6694
Phatr3_Jdraft1583.t1	1548	1349	377	9.41468
Phatr3_Jdraft1189.t1	747	548	280.349	17.2343
Phatr3_Jdraft310.t1	1380	1181	1101	31.4061
Phatr3_Jdraft1587.t1	1560	1361	632.739	15.6618
Phatr3_EG01224.t1	636	437	108	8.32566
Phatr3_EG01225.t1	1407	1208	930	25.9354
Phatr3_Jdraft1590.t1	5355	5156	535.328	3.4977
Phatr3_EG01227.t1	591	392	1.00669	0.086514
Phatr3_EG02416.t1	867	668	0	0
Phatr3_Jdraft1197.t1	777	578	14	0.815974
Phatr3_Jdraft1591.t1	900	701	1957.25	94.06
Phatr3_Jdraft18.t1	2169	1970	1795	30.6955
Phatr3_Jdraft1200.t1	3969	3770	168.208	1.50308
Phatr3_Jdraft383.t1	1734	1535	4225.01	92.7247
Phatr3_Jdraft1211.t1	1299	1100	0	0
Phatr3_Jdraft1202.t1	4629	4430	15.0227	0.114241
Phatr3_EG02342.t1	4389	4190	5487.42	44.1194
Phatr3_Jdraft1212.t1	2184	1985	15.1078	0.2564
Phatr3_Jdraft1210.t1	4642	4443	2.06032	0.0156219
Phatr3_Jdraft391.t1	4521	4322	7897.05	61.554
Phatr3_Jdraft1216.t1	1419	1220	888	24.5205
Phatr3_EG01248.t1	420	221	408.5	62.2696
Phatr3_Jdraft152.t1	1788	1589	1237	26.2254
Phatr3_Jdraft392.t1	975	776	0	0
Phatr3_EG01249.t1	3429	3230	4.48558	0.0467835
Phatr3_Jdraft1610.t1	840	641	1221	64.1703
Phatr3_Jdraft853.t1	729	530	1611	102.399
Phatr3_Jdraft1601.t1	2289	2090	1.55805	0.0251137
Phatr3_Jdraft252.t1	1029	830	713	28.9393
Phatr3_Jdraft1600.t1	667	468	140.782	10.1339
Phatr3_Jdraft1611.t1	2742	2543	3512.5	46.5314
Phatr3_Jdraft402.t1	1049	850	0	0
Phatr3_EG02340.t1	2148	1949	648	11.2006
Phatr3_EG01234.t1	1316	1117	0	0
Phatr3_Jdraft1233.t1	1971	1772	872	16.5779
Phatr3_EG01235.t1	1035	836	0	0
Phatr3_Jdraft1616.t1	1431	1232	538	14.7112
Phatr3_EG01236.t1	1428	1229	846	23.1897
Phatr3_Jdraft1613.t1	3753	3554	10830	102.657
Phatr3_Jdraft866.t1	747	548	1712	105.244
Phatr3_Jdraft278.t1	972	773	1494	65.1099
Phatr3_Jdraft315.t1	1611	1412	782.401	18.6668
Phatr3_Jdraft977.t1	1149	950	1140.21	40.433
Phatr3_Jdraft800.t1	954	755	180.704	8.06301
Phatr3_EG01250.t1	1341	1142	42.3594	1.24957
Phatr3_EG01251.t1	255	58.2335	492	284.622
Phatr3_Jdraft1548.t1	5466	5267	39.2882	0.25129
Phatr3_Jdraft289.t1	624	425	1061	84.1013
Phatr3_Jdraft1121.t1	1110	911	0	0
Phatr3_Jdraft206.t1	762	563	437	26.1486
Phatr3_Jdraft297.t1	312	113.011	305.5	91.0685
Phatr3_Jdraft1111.t1	876	677	476	23.6862
Phatr3_Jdraft1042.t1	342	143	1015	239.114
Phatr3_EG01252.t1	2637	2438	5.79057	0.0800136
Phatr3_Jdraft263.t1	510	311	217.7	23.5817
Phatr3_Jdraft417.t1	948	749	578.7	26.0284
Phatr3_Jdraft1234.t1	2292	2093	0	0
Phatr3_EG01230.t1	994	795	178.939	7.58255
Phatr3_Jdraft1617.t1	1020	821	389.307	15.9744
Phatr3_EG01232.t1	249	53.2273	0	0
Phatr3_Jdraft1239.t1	2934	2735	47.0416	0.57943
Phatr3_EG01231.t1	543	344	157.986	15.4717
Phatr3_EG01233.t1	363	164	0	0
Phatr3_Jdraft1241.t1	1629	1430	18	0.424046
Phatr3_Jdraft1240.t1	2436	2237	787	11.8518
Phatr3_Jdraft1618.t1	1005	806	0	0
Phatr3_Jdraft1245.t1	1536	1337	28.8963	0.728092
Phatr3_Jdraft1619.t1	1708	1509	1901.02	42.4399
Phatr3_Jdraft420.t1	4981	4782	3671.38	25.864
Phatr3_EG01238.t1	348	149	0	0
Phatr3_EG01237.t1	810	611	0	0
Phatr3_Jdraft1621.t1	1296	1097	730.63	22.4371
Phatr3_EG02418.t1	2760	2561	12.2173	0.160709
Phatr3_EG01239.t1	357	158	0	0
Phatr3_EG01241.t1	258	60.8345	0	0
Phatr3_EG01240.t1	186	20.1432	0	0
Phatr3_EG02419.t1	954	755	0	0
Phatr3_Jdraft1622.t1	363	164	538.438	110.603
Phatr3_Jdraft1248.t1	667	468	140.782	10.1339
Phatr3_Jdraft436.t1	975	776	0	0
Phatr3_EG01253.t1	420	221	408.5	62.2696
Phatr3_Jdraft1259.t1	840	641	1221	64.1703
Phatr3_Jdraft165.t1	1788	1589	1237	26.2254
Phatr3_Jdraft1251.t1	1419	1220	888	24.5205
Phatr3_Jdraft439.t1	1049	850	0	0
Phatr3_Jdraft1252.t1	2067	1868	5461	98.4853
Phatr3_Jdraft430.t1	990	791	467	19.8892
Phatr3_EG01254.t1	3429	3230	4.48558	0.0467835
Phatr3_EG02341.t1	2148	1949	648	11.2006
Phatr3_Jdraft1249.t1	2289	2090	1.55805	0.0251137
Phatr3_Jdraft313.t1	1029	830	713	28.9393
Phatr3_Jdraft1000.t1	2742	2543	3512.5	46.5314
Phatr3_Jdraft998.t1	729	530	1611	102.399
Phatr3_Jdraft1265.t1	3424	3225	767.155	8.01364
Phatr3_Jdraft1277.t1	1533	1334	400.186	10.1061
Phatr3_Jdraft1628.t1	1866	1667	1872	37.8309
Phatr3_Jdraft453.t1	1413	1214	519	14.4021
Phatr3_Jdraft218.t1	699	500	1112	74.9223
Phatr3_EG01261.t1	1872	1673	7.25273	0.146043
Phatr3_Jdraft1626.t1	978	779	1474	63.7435
Phatr3_Jdraft877.t1	1023	824	1513	61.8569
Phatr3_Jdraft1623.t1	3534	3335	673.183	6.80008
Phatr3_Jdraft1274.t1	759	560	302	18.1675
Phatr3_Jdraft870.t1	1380	1181	2057	58.676
Phatr3_Jdraft1624.t1	3594	3395	1666.32	16.5346
Phatr3_Jdraft462.t1	1989	1790	823.814	15.5043
Phatr3_Jdraft1631.t1	3533	3334	2829.35	28.5889
Phatr3_Jdraft1281.t1	339	140	1	0.240629
Phatr3_Jdraft1284.t1	2484	2285	864.699	12.7484
Phatr3_Jdraft1633.t1	2014	1815	2730	50.6713
Phatr3_Jdraft1280.t1	315	116.007	0	0
Phatr3_EG01244.t1	591	392	0	0
