target_id	length	eff_length	est_counts	tpm
Phatr3_Jdraft645.t1	2199	2000	2065	30.2181
Phatr3_EG01276.t1	366	167	369.404	64.7384
Phatr3_EG01277.t1	207	27.3759	4	4.27631
Phatr3_Jdraft1048.t1	1395	1196	3428.35	83.894
Phatr3_Jdraft1180.t1	1059	860	786.787	26.7754
Phatr3_EG02074.t1	3153	2954	4.00332	0.0396632
Phatr3_Jdraft1580.t1	1494	1295	286.524	6.47543
Phatr3_Jdraft1572.t1	1395	1196	5169.11	126.492
Phatr3_EG01278.t1	273	74.5993	3482.61	1366.31
Phatr3_Jdraft825.t1	1209	1010	1437.52	41.6552
Phatr3_Jdraft371.t1	951	752	7	0.272432
Phatr3_EG02073.t1	1068	869	92.5938	3.11846
Phatr3_EG01275.t1	394	195	13437.4	2016.78
Phatr3_Jdraft1166.t1	747	548	755.473	40.3474
Phatr3_Jdraft223.t1	738	539	310	16.8326
Phatr3_Jdraft1571.t1	1560	1361	565.004	12.1498
Phatr3_EG02344.t1	7971	7772	4144	15.605
Phatr3_Jdraft1581.t1	1035	836	1466.54	51.341
Phatr3_Jdraft1579.t1	2547	2348	1436	17.8992
Phatr3_Jdraft1168.t1	990	791	21.4286	0.792856
Phatr3_Jdraft1182.t1	1170	971	8242.95	248.451
Phatr3_EG01274.t1	447	248	0	0
Phatr3_Jdraft1192.t1	1362	1163	4213.89	106.043
Phatr3_Jdraft375.t1	306	107.022	337.483	92.2903
Phatr3_Jdraft1185.t1	807	608	121	5.82451
Phatr3_Jdraft1191.t1	990	791	128.571	4.75713
Phatr3_EG01242.t1	366	167	989.889	173.479
Phatr3_Jdraft1186.t1	945	746	294.36	11.5483
Phatr3_Jdraft1583.t1	1548	1349	316	6.85571
Phatr3_Jdraft1189.t1	747	548	372.527	19.8955
Phatr3_Jdraft310.t1	1380	1181	970	24.038
Phatr3_Jdraft1587.t1	1560	1361	581.996	12.5152
Phatr3_EG01224.t1	636	437	28	1.87523
Phatr3_EG01225.t1	1407	1208	481	11.6535
Phatr3_Jdraft1590.t1	5355	5156	1214.92	6.89621
Phatr3_EG01227.t1	591	392	1.02134	0.076254
Phatr3_EG02416.t1	867	668	0	0
Phatr3_Jdraft1197.t1	777	578	21	1.06333
Phatr3_Jdraft1591.t1	900	701	968.667	40.4421
Phatr3_Jdraft18.t1	2169	1970	2939	43.6627
Phatr3_Jdraft1200.t1	3969	3770	140.812	1.09314
Phatr3_Jdraft383.t1	1734	1535	1936.44	36.9209
Phatr3_Jdraft1211.t1	1299	1100	0	0
Phatr3_Jdraft1202.t1	4629	4430	18.3007	0.120904
Phatr3_EG02342.t1	4389	4190	2054.56	14.351
Phatr3_Jdraft1212.t1	2184	1985	33.6477	0.496103
Phatr3_Jdraft1210.t1	4642	4443	1.68	0.0110665
Phatr3_Jdraft391.t1	4521	4322	1819.8	12.323
Phatr3_Jdraft1216.t1	1419	1220	488	11.7068
Phatr3_EG01248.t1	420	221	283.5	37.5438
Phatr3_Jdraft152.t1	1788	1589	621.5	11.4471
Phatr3_Jdraft392.t1	975	776	0	0
Phatr3_EG01249.t1	3429	3230	0	0
Phatr3_Jdraft1610.t1	840	641	1466.5	66.9578
Phatr3_Jdraft853.t1	729	530	3296.5	182.035
Phatr3_Jdraft1601.t1	2289	2090	10.305	0.144305
Phatr3_Jdraft252.t1	1029	830	664	23.4136
Phatr3_Jdraft1600.t1	667	468	72.1536	4.51221
Phatr3_Jdraft1611.t1	2742	2543	1122	12.9129
Phatr3_Jdraft402.t1	1049	850	0	0
Phatr3_EG02340.t1	2148	1949	475.5	7.14029
Phatr3_EG01234.t1	1316	1117	0	0
Phatr3_Jdraft1233.t1	1971	1772	435	7.1846
Phatr3_EG01235.t1	1035	836	0	0
Phatr3_Jdraft1616.t1	1431	1232	395	9.38348
Phatr3_EG01236.t1	1428	1229	514	12.2402
Phatr3_Jdraft1613.t1	3753	3554	3128	25.7589
Phatr3_Jdraft866.t1	747	548	2501	133.57
Phatr3_Jdraft278.t1	972	773	535	20.2559
Phatr3_Jdraft315.t1	1611	1412	602.44	12.487
Phatr3_Jdraft977.t1	1149	950	1919.73	59.1419
Phatr3_Jdraft800.t1	954	755	200.552	7.77424
Phatr3_EG01250.t1	1341	1142	24.7495	0.634276
Phatr3_EG01251.t1	255	58.2335	348	174.897
Phatr3_Jdraft1548.t1	5466	5267	50.7063	0.281758
Phatr3_Jdraft289.t1	624	425	1868	128.637
Phatr3_Jdraft1121.t1	1110	911	0	0
Phatr3_Jdraft206.t1	762	563	567	29.4749
Phatr3_Jdraft297.t1	312	113.011	558	144.508
Phatr3_Jdraft1111.t1	876	677	490.5	21.2045
Phatr3_Jdraft1042.t1	342	143	2674	547.271
Phatr3_EG01252.t1	2637	2438	14.7255	0.176772
Phatr3_Jdraft263.t1	510	311	337.953	31.8034
Phatr3_Jdraft417.t1	948	749	772.554	30.1873
Phatr3_Jdraft1234.t1	2292	2093	3.01216	0.0421198
Phatr3_EG01230.t1	994	795	220.753	8.12673
Phatr3_Jdraft1617.t1	1020	821	548.746	19.5616
Phatr3_EG01232.t1	249	53.2273	0	0
Phatr3_Jdraft1239.t1	2934	2735	34	0.36383
Phatr3_EG01231.t1	543	344	123.975	10.5476
Phatr3_EG01233.t1	363	164	0	0
Phatr3_Jdraft1241.t1	1629	1430	57	1.16658
Phatr3_Jdraft1240.t1	2436	2237	1299	16.995
Phatr3_Jdraft1618.t1	1005	806	0	0
Phatr3_Jdraft1245.t1	1536	1337	27.5488	0.603042
