target_id	length	eff_length	est_counts	tpm
Phatr3_Jdraft645.t1	2199	1924.83	3524	27.9646
Phatr3_EG01276.t1	366	97.5742	0	0
Phatr3_EG01277.t1	207	33.314	15	6.87749
Phatr3_Jdraft1048.t1	1395	1120.83	589.928	8.03943
Phatr3_Jdraft1180.t1	1059	784.828	318.012	6.18919
Phatr3_EG02074.t1	3153	2878.83	0	0
Phatr3_Jdraft1580.t1	1494	1219.83	498.492	6.24202
Phatr3_Jdraft1572.t1	1395	1120.83	6767.23	92.2226
Phatr3_EG01278.t1	273	40.6661	70686.9	26550.4
Phatr3_Jdraft825.t1	1209	934.828	11269.8	184.141
Phatr3_Jdraft371.t1	951	676.828	206	4.64894
Phatr3_EG02073.t1	1068	793.828	63.1648	1.21538
Phatr3_EG01275.t1	394	122.71	65210.1	8117.07
Phatr3_Jdraft1166.t1	747	472.828	412.248	13.3174
Phatr3_Jdraft223.t1	738	463.828	419	13.7982
Phatr3_Jdraft1571.t1	1560	1285.83	279.889	3.32482
Phatr3_EG02344.t1	7971	7696.83	4443	8.81718
Phatr3_Jdraft1581.t1	1035	760.828	1286.33	25.8244
Phatr3_Jdraft1579.t1	2547	2272.83	2292	15.4033
Phatr3_Jdraft1168.t1	990	715.828	195.12	4.1635
Phatr3_Jdraft1182.t1	1170	895.828	4528.13	77.2075
Phatr3_EG01274.t1	447	173.697	0	0
Phatr3_Jdraft1192.t1	1362	1087.83	2941.77	41.306
Phatr3_Jdraft375.t1	306	54.5823	3723.19	1041.91
Phatr3_Jdraft1185.t1	807	532.828	210	6.02001
Phatr3_Jdraft1191.t1	990	715.828	346.88	7.40177
Phatr3_EG01242.t1	366	97.5742	23	3.60046
Phatr3_Jdraft1186.t1	945	670.828	2479.07	56.4473
Phatr3_Jdraft1583.t1	1548	1273.83	280	3.35747
Phatr3_Jdraft1189.t1	747	472.828	172.752	5.58064
Phatr3_Jdraft310.t1	1380	1105.83	1957	27.0314
Phatr3_Jdraft1587.t1	1560	1285.83	178.111	2.11579
Phatr3_EG01224.t1	636	361.925	79	3.33407
Phatr3_EG01225.t1	1407	1132.83	528	7.11927
Phatr3_Jdraft1590.t1	5355	5080.83	3561	10.7054
Phatr3_EG01227.t1	591	316.976	0	0
Phatr3_EG02416.t1	867	592.828	0	0
Phatr3_Jdraft1197.t1	777	502.828	39	1.1847
Phatr3_Jdraft1591.t1	900	625.828	1867.57	45.5814
